"site","region","country","latWeath","longWeath","weathSource","GCAM_commodity","crop","irrigation","nitrogen","tech","model","component","cultivar","baseY"
969,"USA","USA",42.4,265.37,"AgMERRA","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","C2",9061.46812055761
971,"Brazil","Brazil",-5.09,317.2,"AgMERRA","c4","c4","RFD",999,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",7026.3287353143
972,"Brazil","Brazil",-5.09,317.2,"AgMERRA","c4","c4","IRR",999,"hi","DSSATv4.5.1.023","CERES-Maize","PIO 3382",7153.09350619868
1015,"Australia_NZ","New Zealand",-43.79346,171.79512,"NIWA","c4","c4","RFD",0,"lo","APSIM 7.6","AgPasture","Mixed",2541.09654579196
1026,"China","China",36.75,119.08,"AgMERRA","c4","c4","RFD",180,"hi","APSIM 5.3","APSIM-Maize","Zhengdan 958",7735.90417551102
1028,"EU-15","Belgium",51.28,5.45,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","c4","c4","RFD",150,"hi","AquaCROPv4.0","Missing","Lacta",7935.03742290463
1029,"EU-15","Belgium",50.77,4.6,"Self-owned rain gauge on-site; National Meterological Institute for temperature, wind speed, solar radiation and relative humidity at 50.8°N, 4.35°E","c4","c4","RFD",150,"hi","AquaCROP","Missing","Tripoli",9641.18181771821
1033,"Africa_Southern","Malawi",-15.47,35.23,"AgMERRA","c4","c4","RFD",48,"lo","DSSATv4.5.0.0","CERES-Maize","DK8033",2342.83931580547
1034,"Africa_Southern","Malawi",-15.47,35.23,"AgMERRA","c4","c4","RFD",406,"hi","DSSATv4.5.0.0","CERES-Maize","DK8033",2615.4769584991
1035,"Africa_Southern","Malawi",-15.47,35.23,"AgMERRA","c4","c4","RFD",92,"hi","DSSATv4.5.0.0","CERES-Maize","DK8033",4415.66849933194
1036,"Africa_Southern","Malawi",-15.47,35.23,"AgMERRA","c4","c4","RFD",143.5,"hi","DSSATv4.5.0.0","CERES-Maize","DK8033",3503.63972053562
1037,"Africa_Western","Senegal",14.71,343.52,"Local weather station","c4","c4","RFD",68,"lo","DSSATv4.5.1.023","CERES-Millet","Souna 3",1772.13444250561
1101,"Australia_NZ","New Zealand",-40.25,175.26,"NIWA","c4","c4","RFD",999,"hi","APSIMv7.6","AgPasture","Perennial ryegrass (L. perenne), white clover (T. repens)",10483.4749186232
1103,"Australia_NZ","Australia",-35.197,149.084,"CSIRO/Australian Bureau of Meteorology","c4","c4","RFD",-99,"lo","GRAZPLAN + APSIMv7.5","Missing","Bulbous canarygrass (P. aquatica), sub clover (T. subterraneum), and annual grasses",8114.52454888675
1104,"Australia_NZ","Australia",-34.511,138.676,"Australian Bureau of Meteorology/Queensland DSITIA","c4","c4","RFD",-99,"lo","GRAZPLAN + APSIMv7.6","Missing","Ryegrass (L. rigidum), barrel clover (M. truncatula)",4749.53577909963
1111,"EU-15","France",45.65,2.75,"Météo-France","c4","c4","RFD",200,"hi","LPJmL","Missing","Missing",1622.22
1113,"EU-15","France",45.65,2.75,"Météo-France","c4","c4","RFD",200,"hi","LPJmL","Missing","Missing",811.11
1114,"European Free Trade Association","Switzerland",47.28,7.73,"Swiss weather service","c4","c4","RFD",214,"hi","LPJmL","Missing","Missing",15321.3330365495
1115,"European Free Trade Association","Switzerland",47.28,7.73,"Swiss weather service","c4","c4","RFD",214,"hi","LPJmL","Missing","Missing",14250.9050218535
1116,"European Free Trade Association","Switzerland",47.28,7.73,"Swiss weather service","c4","c4","RFD",214,"hi","LPJmL","Missing","Missing",1621.92943241193
1117,"European Free Trade Association","Switzerland",47.28,7.73,"Swiss weather service","c4","c4","RFD",214,"hi","LPJmL","Missing","Missing",3266.34291775064
1118,"European Free Trade Association","Switzerland",47.28,7.73,"Swiss weather service","c4","c4","RFD",214,"hi","LPJmL","Missing","Missing",816.654984250696
1123,"Australia_NZ","New Zealand",-43.79346,171.79512,"NIWA","c4","c4","RFD",999,"hi","APSIM 7.6","AgPasture","Mixed",8470.85687173034
1130,"China","China",39.43,122.57,"State Climatologist Observations","c4","c4","IRR",100,"hi","APSIMv7.5","MAIZE","Late-maturing",8984.51342677519
1131,"EU-15","France",46.44,0.14,"Agroclim, INRA","c4","c4","IRR",NA,NA,"STICS 8.3.1","Missing","",16178.0436999886
1133,"EU-15","France",43.55,1.5,"Agroclim, INRA","c4","c4","IRR",NA,NA,"STICS v8.3.1","Missing","",13932.3348646416
