"site","region","country","latWeath","longWeath","weathSource","GCAM_commodity","crop","irrigation","nitrogen","tech","model","component","cultivar","baseY"
49,"Middle East","Iran",36.85,54.27,"Local IRIMO weather station ","c3","c3","RFD",100,"hi","SSM-Wheat (Soltani & Sinclair, 2012)","Missing","Kohdasht ",3908.02213073914
50,"Middle East","Iran",36.85,54.27,"Local IRIMO weather station ","c3","c3","IRR",150,"hi","SSM-Wheat (Soltani & Sinclair, 2012)","Missing","Tajan",6021.92735618948
51,"Middle East","Iran",36.85,54.27,"Local IRIMO weather station ","c3","c3","IRR",0,"lo","SSM-Soybean  (Soltani & Sinclair, 2012)","Missing","Sahar",3842.40923346346
52,"USA","USA",33.058,247.952,"AgMERRA","c3","c3","IRR",393.1,"hi","APSIMv7.4","APSIM-Wheat","Yecora",4739.92407686962
60,"China","China",32,118.6,"AgMERRA","c3","c3","IRR",999,"hi","MCWLA-Ricev2.0","Missing","Missing",8383.98359125503
61,"EU-15","The Netherlands",51.967,5.633,"AgMERRA","c3","c3","RFD",999,"hi","MCWLA-Wheatv2.0","Missing","Missing",6719.53343139839
96,"EU-15","Italy",43.767,11.217,"Local weather station","c3","c3","RFD",0,"lo","Sirius Qualityv2","Missing","Creso",3934.94698666504
97,"EU-15","Italy",43.767,11.217,"Local weather station","c3","c3","RFD",60,"lo","Sirius Qualityv2","Missing","Creso",6077.82915047374
98,"EU-15","Italy",43.767,11.217,"Local weather station","c3","c3","RFD",120,"hi","Sirius Qualityv2","Missing","Creso",6821.18211131734
99,"EU-15","Italy",43.767,11.217,"Local weather station","c3","c3","RFD",180,"hi","Sirius Qualityv2","Missing","Creso",7027.23638144541
100,"EU-15","Italy",43.767,11.217,"Local weather station","c3","c3","RFD",0,"lo","Sirius Qualityv2","Missing","Creso",3888.47570871219
101,"EU-15","Italy",43.767,11.217,"Local weather station","c3","c3","RFD",60,"lo","Sirius Qualityv2","Missing","Creso",5792.81394212418
102,"EU-15","Italy",43.767,11.217,"Local weather station","c3","c3","RFD",120,"hi","Sirius Qualityv2","Missing","Creso",6325.59989952239
103,"EU-15","Italy",43.767,11.217,"Local weather station","c3","c3","RFD",180,"hi","Sirius Qualityv2","Missing","Creso",6447.32112409946
104,"EU-15","Italy",43.75,11.35,"Local weather station","c3","c3","RFD",999,"hi","VITE-model","Missing","Sangiovese",2872.74231379065
105,"EU-15","Italy",45.36,11.13,"Local weather station","c3","c3","RFD",130,"hi","Sirius Qualityv2","Missing","Biensur",7192.63577143527
106,"EU-15","Italy",45.36,11.13,"Local weather station","c3","c3","RFD",160,"hi","Sirius Qualityv2","Missing","Biensur",7358.69765952918
107,"EU-15","Italy",45.36,11.13,"Local weather station","c3","c3","RFD",200,"hi","Sirius Qualityv2","Missing","Biensur",7374.61339030695
108,"EU-15","Italy",45.36,11.13,"Local weather station","c3","c3","RFD",200,"hi","Sirius Qualityv2","Missing","Biensur",7254.12900078318
109,"EU-15","Austria",48.23,16.57,"Local weather station","c3","c3","RFD",100,"hi","CropSystv3.04.08","Missing","Capo",3679.14268048771
110,"EU-15","Austria",48.23,16.57,"Local weather station","c3","c3","RFD",100,"hi","CropSystv3.04.08","Missing","Capo",3246.00752010315
113,"EU-15","Austria",46.95,15.82,"Local weather station","c3","c3","RFD",100,"hi","CropSystv3.04.08","Missing","Capo",4023.27094596454
114,"EU-15","Austria",46.95,15.82,"Local weather station","c3","c3","RFD",100,"hi","CropSystv3.04.08","Missing","Capo",3923.48886171754
117,"EU-12","Czech Republic",48.8,16.8,"Local weather station","c3","c3","RFD",50,"lo","CropSystv3.04.08","Missing","Orbit",5345.48619616392
118,"EU-12","Czech Republic",48.8,16.8,"Local weather station","c3","c3","RFD",120,"hi","CropSystv3.04.08","Missing","Samanta",7651.77178037599
119,"EU-12","Czech Republic",49.47,17.28,"Local weather station","c3","c3","RFD",50,"lo","CropSystv3.04.08","Missing","Orbit",5257.6591397342
120,"EU-12","Czech Republic",49.47,17.28,"Local weather station","c3","c3","RFD",100,"hi","CropSystv3.04.08","Missing","Samanta",7637.07710050153
121,"EU-15","Denmark",55.18,11.23,"Local weather station","c3","c3","RFD",130,"hi","CropSystv3.04.08","Missing","Mixture",6871.64158333291
122,"EU-15","Denmark",55.18,11.23,"Local weather station","c3","c3","RFD",170,"hi","CropSystv3.04.08","Missing","Tommi",7542.29811230018
123,"EU-15","Denmark",56.5,9.58,"Local weather station","c3","c3","RFD",130,"hi","CropSystv3.04.08","Missing","Mixture",7108.40321906297
124,"EU-15","Denmark",56.5,9.58,"Local weather station","c3","c3","RFD",170,"hi","CropSystv3.04.08","Missing","Tommi",8135.19717289437
125,"EU-15","Denmark",54.9,9.13,"Local weather station","c3","c3","RFD",130,"hi","CropSystv3.04.08","Missing","Mixture",5557.62321520755
126,"EU-15","Denmark",54.9,9.13,"Local weather station","c3","c3","RFD",170,"hi","CropSystv3.04.08","Missing","Tommi",5912.16463836531
127,"EU-15","Finland",60.7,23.5,"Local weather station","c3","c3","RFD",80,"lo","CropSystv3.04.08","Missing","Scarlett",6360.95503539272
128,"EU-15","Germany",52.85,14.12,"Local weather station","c3","c3","RFD",100,"hi","CropSystv3.04.08","Missing","Bussard",3519.81974355003
132,"Southeast Asia","Thailand",18.47,98.58,"AgMERRA","c3","c3","RFD",23.4,"lo","DSSATv4.6.0.8","CSM-CROPGRO-Peanut","KKU 1",4004.6478911529
133,"Southeast Asia","Thailand",15.15,104.52,"AgMERRA","c3","c3","RFD",23.4,"lo","DSSATv4.6.0.8","CSM-CROPGRO-Peanut","KKU 1",3928.15921976252
134,"Southeast Asia","Thailand",18.1,100.1,"AgMERRA","c3","c3","RFD",23.4,"lo","DSSATv4.6.0.8","CSM-CROPGRO-Peanut","KKU 1",2823.22088175039
136,"Southeast Asia","Thailand",16.08,103.41,"AgMERRA","c3","c3","IRR",23.4,"lo","DSSATv4.6.0.8","CSM-CROPGRO-Peanut","KKU 1",4120.46077744207
137,"Southeast Asia","Thailand",17.09,104.08,"AgMERRA","c3","c3","IRR",23.4,"lo","DSSATv4.6.0.8","CSM-CROPGRO-Peanut","KKU 1",4525.61452421552
146,"India","India",28.3827,77.0938,"AgMERRA","c3","c3","IRR",120,"hi","InfoCropv2","InfoCrop-Wheat","PBW 154",5441.33911614746
148,"India","India",28.3827,77.0938,"AgMERRA","c3","c3","RFD",30,"lo","InfoCropv2","InfoCrop-Soybean","P1495",1636.52523363718
149,"EU-15","Denmark",56.3,9.34,"Danish Meteorological Institute","c3","c3","RFD",140,"hi","Fasset 2.2.4","Missing","Audi, Deben, Hereford, Robigus",6099.78751445535
150,"Canada","Canada",49.7,247.2225,"Agriculture and Agri-Food Canada","c3","c3","RFD",45,"lo","DailyDaycentv01.03.2013","FRTCINDX = 2 (Annual Plant) - only Max/Min Temp & precip","Katepwa Sp",2883.33154188124
151,"Canada","Canada",49.7,247.2225,"Agriculture and Agri-Food Canada","c3","c3","RFD",45,"lo","DailyDaycentv01.03.2013","FRTCINDX = 5 - only Max/Min Temp & Precip","Katepwa Sp",2666.68733167361
152,"Canada","Canada",49.7,247.2225,"Agriculture and Agri-Food Canada","c3","c3","RFD",45,"lo","DailyDaycentv01.03.2013","FRTCINDX = 2 (Annual Plant) - all climate inputs","Katepwa Sp",2846.84419388156
153,"Canada","Canada",49.7,247.2225,"Agriculture and Agri-Food Canada","c3","c3","RFD",45,"lo","DailyDaycentv01.03.2013","FRTCINDX = 5 - all climate inputs","Katepwa Sp",2821.18987507529
196,"Mexico","Mexico",19.53,261.1532,"AgMERRA","c3","c3","IRR",150,"hi","DSSATv4.5.0","CERES-Wheat","PBW343",8040.95519714348
199,"Australia_NZ","Australia",-35.16,147.46,"AgMERRA","c3","c3","RFD",60,"lo","APSIMv1.55s","Nwheat","Wyalk",3024.82949537162
200,"Australia_NZ","Australia",-31.65,117.23,"AgMERRA","c3","c3","RFD",90,"lo","APSIMv1.55s","Nwheat","Janz",3581.52669365676
201,"India","India",14.68,77.62,"ICRISAT - India","c3","c3","RFD",20,"lo","InfoCrop-Groundnut","Missing","TMV 2",1009.09878577357
202,"India","India",14.68,77.62,"ICRISAT - India","c3","c3","IRR",20,"lo","InfoCrop-Groundnut","Missing","TMV 2",4163.65672769935
205,"India","India",22.43,75.5,"NRCS - Indore","c3","c3","RFD",20,"lo","InfoCrop-Soybean","Missing","JS 335",2669.74066318268
206,"India","India",22.43,75.5,"NRCS - Indore","c3","c3","IRR",20,"lo","InfoCrop-Soybean","Missing","JS 335",3224.99585202214
225,"China","China",32.03,118.48,"Climatologist Observations","c3","c3",NA,270,"hi","APSIMv7.3","APSIM-Canola","Ningza 3",4429.26616848809
226,"China","China",30.282,114.213,"Climatologist Observations","c3","c3",NA,105,"hi","APSIMv7.3","APSIM-Canola","Zhongshuang 10",3775.13719540235
227,"China","China",29.35,111.2,"Climatologist Observations","c3","c3",NA,87.5,"lo","APSIMv7.3","APSIM-Canola","Xiangzayou 1",2815.8826892577
228,"Australia_NZ","Australia",-34.4046,147.5326,"Climatologist Observations","c3","c3","RFD",75,"lo","APSIMv7.5","APSIM-Wheat","Hartog",3695.81088688326
229,"Australia_NZ","Australia",-35.2,149.089,"Climatologist Observations","c3","c3","RFD",100,"hi","APSIMv7.5","APSIM-Wheat","Hartog",3616.09801409749
230,"Australia_NZ","Australia",-35.11,147.37,"Climatologist Observations","c3","c3","RFD",100,"hi","APSIMv7.5","APSIM-Wheat","Hartog",3772.50978104425
231,"Australia_NZ","Australia",-27.32,152.2,"Climatologist Observations","c3","c3","RFD",180,"hi","APSIMv7.5","APSIM-Wheat","Hartog",3683.66087051174
232,"Australia_NZ","Australia",-27.34,151.52,"Climatologist Observations","c3","c3","RFD",-99,"lo","APSIMv7.5","APSIM-Wheat","Hartog",3321.45883246718
233,"Australia_NZ","Australia",-30.33,149.78,"Climatologist Observations","c3","c3","RFD",100,"hi","APSIMv7.5","APSIM-Wheat","Hartog",3394.73205557151
234,"Australia_NZ","Australia",-33.55,116.54,"Climatologist Observations","c3","c3","RFD",100,"hi","APSIMv7.5","APSIM-Wheat","Wyallkatchem",3690.345753212
236,"China","China",45.45,126.46,"Climatologist Observations","c3","c3","IRR",150,"hi","APSIMv7.5","APSIM-Wheat","Longmai 26",5073.24870034771
375,"Africa_Western","Ghana",10.02,357.62,"Local weather station","c3","c3","RFD",0,"lo","DSSATv4.5.1.023","CROPGRO-Peanut","Chinese",2202.20338244925
379,"China","China",30.658,104.064856,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Rice","Guichao#2 (GZ)",11530.5123943707
381,"China","China",23.07,113.38,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Rice","Guichao#2 (GZ)",10719.0317568592
382,"China","China",23.07,113.38,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Rice","Guichao#2 (GZ)",10722.4427224285
383,"Southeast Asia","Philippines",14.17,121.24,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Rice","IR 64",4293.68019741607
385,"India","India",30.9,75.8,"Local weather station","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Rice","PR 114",4540.68317869623
387,"India","India",30.9,75.8,"Local weather station","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Rice","PR 114",5314.39786881734
389,"China","China",32.06,118.8,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Rice","S.U.63",10426.9606887868
391,"Japan","Japan",37.9,139.02,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Rice","Koshihikari",8575.52637814917
392,"Japan","Japan",37.9,139.02,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Rice","Koshihikari",9429.38249348373
394,"China","China",34.2,117.28,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Rice","Yangen#2 (XUZ) ",9645.13998071523
395,"USA","USA",32.42,260.32,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Forrest (5)",1191.09581837752
397,"USA","USA",32.42,260.32,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Forrest (5)",4836.8288279448
399,"USA","USA",30.53,268.85,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 6",2414.99773744102
401,"USA","USA",30.53,268.85,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 6",4451.74448204163
403,"USA","USA",43.72,243.8,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 0",400.917772254773
405,"USA","USA",43.72,243.8,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 0",4268.69744456225
407,"USA","USA",33.95,278.88,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Cobb (8)",2886.32983702009
409,"USA","USA",33.95,278.88,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Cobb (8)",4553.4341250031
411,"USA","USA",40,277.12,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 3",2025.95934045091
413,"USA","USA",40,277.12,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 3",3800.92621739396
415,"USA","USA",41.53,266.35,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 2",2256.03080918669
417,"USA","USA",41.53,266.35,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 2",4266.69916406455
419,"USA","USA",37.77,260.03,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 4",1202.86598019392
421,"USA","USA",37.77,260.03,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 4",4912.55949551205
423,"USA","USA",41.02,268.04,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 2",2168.55565477142
425,"USA","USA",41.02,268.04,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 2",4068.40429291553
427,"USA","USA",46.9,263.2,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 00",1294.82224185921
429,"USA","USA",46.9,263.2,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 00",3049.15126372655
433,"USA","USA",36.77,240.28,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Essex (5)",5645.97977356895
435,"USA","USA",29.65,277.68,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.5.1.023","CROPGRO-Soybean","Bragg",3973.60553437499
436,"USA","USA",29.65,277.68,"AgMERRA","c3","c3","IRR",0,"lo","DSSATv4.5.1.023","CROPGRO-Soybean","Bragg",4299.57516842099
437,"USA","USA",39.35,258.29,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 3",790.326744705131
439,"USA","USA",39.35,258.29,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 3",4847.43872690886
441,"USA","USA",40.97,261.68,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 1",1407.46763765706
443,"USA","USA",40.97,261.68,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 1",3854.41756784776
445,"USA","USA",39.73,273.72,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Williams",2401.02039602762
447,"USA","USA",39.73,273.72,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Williams",4290.24752292681
449,"USA","USA",39.32,265.28,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 4",1636.1497752048
451,"USA","USA",39.32,265.28,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 4",4690.65080774645
453,"USA","USA",43.87,268.75,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 0",1715.2086300655
455,"USA","USA",43.87,268.75,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 0",3344.70387268438
457,"USA","USA",37.33,280.8,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Essex (5)",1774.97960791751
459,"USA","USA",37.33,280.8,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Essex (5)",4698.41839800167
461,"USA","USA",43.13,270.67,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 1",2196.20538278087
463,"USA","USA",43.13,270.67,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 1",3757.96170348502
465,"USA","USA",35.05,270,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Forrest (5)",1298.21538732539
467,"USA","USA",35.05,270,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Forrest (5)",4640.2263233631
469,"USA","USA",45.59,264.09,"AgMERRA","c3","c3","RFD",0,"lo","DSSATv4.5.1.023","CROPGRO-Soybean","Evans",2283.17913442906
470,"USA","USA",45.59,264.09,"AgMERRA","c3","c3","IRR",0,"lo","DSSATv4.5.1.023","CROPGRO-Soybean","Evans",3039.60806798002
471,"USA","USA",41.98,262.57,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 1",1463.76441398881
473,"USA","USA",41.98,262.57,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 1",3947.10410136399
475,"USA","USA",41.07,259.25,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 0",1382.78253958206
477,"USA","USA",41.07,259.25,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 0",3404.85587838038
479,"USA","USA",41.3,264.1,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 1",1363.86548206591
481,"USA","USA",41.3,264.1,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 1",3736.34195270621
485,"USA","USA",40.67,270.32,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 3",4416.23176248094
489,"USA","USA",33.43,247.98,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Bragg",3471.2182953668
491,"USA","USA",43.57,263.27,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 0",1075.07751388609
493,"USA","USA",43.57,263.27,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 0",3414.62728238472
495,"USA","USA",47.63,242.47,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 00",458.684118348523
497,"USA","USA",47.63,242.47,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 00",4030.29298320714
499,"USA","USA",38.75,269.63,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 3",1442.06320783953
501,"USA","USA",38.75,269.63,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","G Group 3",4359.67669703818
503,"USA","USA",30.38,275.63,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Cobb (8) - new",3547.47293211349
505,"USA","USA",30.38,275.63,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Cobb (8) - new",4495.92925409172
507,"USA","USA",39.06,264.31,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Williams-82(3)",1957.02770007678
509,"USA","USA",39.06,264.31,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","Williams-82(3)",4263.17608874952
511,"USA","USA",41.25,283.08,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 2",2271.66113613735
513,"USA","USA",41.25,283.08,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 2",3993.20428575067
515,"USA","USA",46.57,239.47,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 1",470.674321196318
517,"USA","USA",46.57,239.47,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CROPGRO-Soybean","M Group 1",4179.05129484606
523,"USA","USA",46.81,259.22,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Butte",3211.20443813345
524,"USA","USA",46.81,259.22,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Butte",4748.81325157273
527,"Europe_Eastern","Ukraine",46.484,30.732,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Lutescens 62",4146.74310870809
528,"Europe_Eastern","Ukraine",46.484,30.732,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Lutescens 62",4435.67966919041
529,"USA","USA",44.37,259.65,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Butte",3053.27140869672
530,"USA","USA",44.37,259.65,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Butte",3655.98986066963
531,"USA","USA",45.56,265.84,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Butte",3329.80773069844
532,"USA","USA",45.56,265.84,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Butte",3617.63818323522
533,"Canada","Canada",50.29,252.2,"AgMERRA","c3","c3","RFD",82,"lo","DSSATv4.5.1.023","CERES-Wheat","Manitou",1566.08087462673
539,"USA","USA",32.42,260.32,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Southern Plains",6837.57561134489
541,"USA","USA",32.42,260.32,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Southern Plains",7692.04680363101
543,"EU-15","Spain",39,358.14,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","ANSA",4786.84440156511
544,"EU-15","Spain",39,358.14,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","ANSA",8164.76099896011
545,"EU-15","Spain",38.878545,353.029817,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","ANSA",5424.79620663769
546,"EU-15","Spain",38.878545,353.029817,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","ANSA",6912.00804325313
547,"Argentina","Argentina",-37.75,301.7,"Local weather station","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Wheat","Manitou",3598.38935294379
549,"Argentina","Argentina",-37.75,301.7,"Local weather station","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Wheat","Manitou",4487.95979721114
551,"China","China",39.9,116.41,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","F.K.#2 (BJ)",5545.38215357092
553,"China","China",30.658,104.064856,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","M.Y.#11 (CD)",6087.64964282738
554,"China","China",30.658,104.064856,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","M.Y.#11 (CD)",10518.5298146628
555,"India","India",28.38,77.12,"NCDC GHCN","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Wheat","HD2009",2990.48107335585
557,"India","India",28.38,77.12,"NCDC GHCN","c3","c3","IRR",120,"hi","DSSATv4.5.1.023","CERES-Wheat","HD2009",3686.32517072658
559,"Pakistan","Pakistan",31.82,70.92,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Mexipak",6429.99596680563
560,"Japan","Japan",33.59,130.4,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Norin 61",5662.50853736072
561,"Japan","Japan",33.59,130.4,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Norin 62",5957.85453293317
565,"USA","USA",39.35,258.29,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Newton",8320.30700935162
567,"Australia_NZ","Australia",-34.29,146.04,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Egret",4972.00520101091
572,"USA","USA",35.47,262.48,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Vona",6612.65262756386
573,"USA","USA",35.47,262.48,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Vona",7629.66083155185
574,"EU-15","U.K.",51.82,359.64,"AgMERRA","c3","c3","RFD",120,"hi","DSSATv4.5.1.023","CERES-Wheat","Maris Funden",6268.78985114156
576,"Africa_Northern","Egypt",31.09,30.95,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Mexipak",3153.27967068706
577,"Africa_Northern","Egypt",31.09,30.95,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Mexipak",7144.57349370622
578,"EU-15","Spain",37.38,354,"AgMERRA","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","ANSA",5625.34244161366
579,"EU-15","Spain",37.38,354,"AgMERRA","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","ANSA",6555.02563725399
580,"USA","USA",39.06,264.31,"NCDC GHCN","c3","c3","RFD",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Scout66",4207.84875648505
582,"USA","USA",39.06,264.31,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Scout66",4058.60889309635
584,"USA","USA",46.57,239.47,"NCDC GHCN","c3","c3","IRR",999,"hi","DSSATv4.5.1.023","CERES-Wheat","Pacific",3975.28657624737
